pk_id,image_cap,image_obj
6946,"['a man in a suit and tie sitting in a chair .', 'a man in a suit and tie sitting at a table .', 'a man in a suit and tie sitting on a chair .']","['grand piano, grand', 'upright, upright piano']"
6947,"['a close up of a person holding a pair of scissors', 'a close up of a person wearing a tie', 'a close up of a person holding a pair of scissors .']","['bathing cap, swimming cap', 'mask']"
6948,"[""a sign that says `` <UNK> '' on it ."", ""a sign that says `` <UNK> '' on it 's side ."", 'a man in a suit and tie standing in front of a building .']",['comic book']
6949,"['a group of men standing next to each other .', 'a group of men in suits and ties .', 'a group of men standing next to each other in a room .']","['bow tie, bow-tie, bowtie', 'Windsor tie']"
6950,"['a group of people standing next to each other .', 'a group of people standing next to each other in a room .', 'a group of people standing next to each other in front of a building .']","[""academic gown, academic robe, judge's robe"", 'mortarboard']"
6951,"['a group of people holding up a white frisbee .', 'a group of people holding up a large white frisbee .', 'a group of people holding up a white frisbee']","['web site, website, internet site, site', 'menu']"
6952,"['a group of people holding up a white frisbee .', 'a group of people holding up a large white frisbee .', 'a group of people holding up a white frisbee']","['web site, website, internet site, site', 'menu']"
6953,"['a man and a woman sitting on a couch .', 'a man and a woman are sitting on a couch .', 'a man and a woman are sitting on a couch']","['trench coat', 'sweatshirt']"
6954,"['a man holding a stop sign in front of a building .', 'a man holding a stop sign in front of a sign .', 'a man holding a stop sign in front of a sign']","['rubber eraser, rubber, pencil eraser', 'packet']"
6955,"['a woman in a white dress and a black and white cat', 'a woman in a white dress and a man in a white shirt', 'a woman in a white dress and a black and white cat .']","['abaya', 'washer, automatic washer, washing machine']"
6956,"['a large white boat floating on top of a body of water .', 'a large white boat floating on top of a lake .', 'a large white boat sitting on top of a body of water .']","['aircraft carrier, carrier, flattop, attack aircraft carrier', 'liner, ocean liner']"
6957,"['a man flying a kite in a city park .', 'a man flying a kite in a city park', 'a large building with a clock tower in the middle of it .']","['pirate, pirate ship', 'streetcar, tram, tramcar, trolley, trolley car']"
6958,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a young boy holding a tennis racquet on a tennis court .']","['ping-pong ball', 'torch']"
6959,"['a bunch of flowers that are sitting in the grass .', 'a bunch of flowers that are in a vase .', 'a bunch of flowers that are in a vase']","['buckeye, horse chestnut, conker', 'pot, flowerpot']"
6960,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racket in his hand .', 'a man is holding a tennis racket in his hand .']","['volleyball', 'racket, racquet']"
6961,"['a woman holding an umbrella in a field .', 'a woman holding an umbrella in the rain .', 'a woman holding an umbrella standing in a field .']","['bell cote, bell cot', 'drilling platform, offshore rig']"
6962,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['racket, racquet', 'tennis ball']"
6963,"['a young man riding a skateboard up the side of a ramp .', 'a young man riding a skateboard down a ramp .', 'a young man riding a skateboard on top of a wooden bench .']","['bannister, banister, balustrade, balusters, handrail']"
6964,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a close up of a vase with a flower in it']","['hand blower, blow dryer, blow drier, hair dryer, hair drier']"
6965,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['racket, racquet', 'tennis ball']"
6966,"['a large building with a clock tower on top .', 'a large building with a clock on it', 'a large building with a clock tower on top of it .']","['bell cote, bell cot']"
6967,"['a pile of green leafy vegetables sitting on a ground .', 'a pile of green leafy vegetables sitting on top of a ground .', 'a pile of green leafy vegetables sitting on top of a green ground .']","['hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa', 'earthstar']"
6968,"['a tree filled with lots of green plants .', 'a tree filled with lots of plants next to a forest .', 'a tree filled with lots of flowers in a forest .']","['cliff, drop, drop-off', 'promontory, headland, head, foreland']"
6969,"['a group of people standing next to each other .', 'a group of men standing next to each other holding surfboards .', 'a group of men standing next to each other holding a frisbee .']","['shower cap', 'puck, hockey puck']"
6970,"['a fire hydrant with a hose attached to it .', 'a fire hydrant with a hose attached to it', 'a fire hydrant with a hose connected to it .']","['shovel', 'plow, plough']"
6971,"['a man in a suit is holding a cell phone .', 'a man in a suit and tie holding a cell phone .', 'a man in a suit is holding a cell phone']","['barbershop', 'lab coat, laboratory coat']"
6972,"['a group of people standing next to each other .', 'a group of men standing next to each other .', 'a group of men standing next to each other holding skateboards .']","['stretcher', 'bulletproof vest']"
6973,"['a group of people standing next to each other .', 'a group of people standing next to each other holding surfboards .', 'a group of people standing next to each other on a street .']","['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']"
6974,"['a train traveling down tracks next to a forest .', 'a train on a train track with trees in the background', 'a train traveling down tracks next to a lush green field .']","['passenger car, coach, carriage', 'electric locomotive']"
6975,"['a red and white bus driving down a street .', 'a red and white bus parked in front of a building .', 'a red and white bus driving down the street']","['trolleybus, trolley coach, trackless trolley', 'passenger car, coach, carriage']"
6976,"['a group of people standing next to each other .', 'a group of people standing next to each other holding wine glasses .', 'a group of people standing next to each other in a room .']","['barrel, cask', 'puck, hockey puck']"
6977,"['a large body of water with mountains in the background .', 'a large body of water with mountains in the background', 'a large body of water with a mountain in the background']","['cliff, drop, drop-off', 'valley, vale']"
6978,"['a man holding a baseball bat on a field .', 'a man holding a baseball bat in his hands .', 'a man holding a tennis racquet on a tennis court .']","['ping-pong ball', 'maillot']"
6979,"['a school bus is parked in a parking lot .', 'a school bus is parked in a lot .', 'a school bus is parked on the street .']",['school bus']
6980,"['a large building with a clock on it', 'a large building with a large clock on it .', 'a large building with a clock on the top of it .']","['palace', 'bell cote, bell cot']"
6981,"['a close up of a fire hydrant on a sidewalk', 'a close up of a fire hydrant on a city street', 'a close up of a fire hydrant on a street']","['pedestal, plinth, footstall', 'hourglass']"
6982,"['a bird is perched on top of a tree .', 'a bird is perched on top of a tree', 'a bird is perched on the side of a tree .']","['solar dish, solar collector, solar furnace', 'water bottle']"
6983,"['a large building with a clock tower on top .', 'a large building with a clock tower in the middle .', 'a large building with a clock tower in the center .']","['castle', 'palace']"
6984,"['a cake that has been decorated with hearts .', 'a cake that has been made to look like a dog .', 'a cake that has been made to look like a teddy bear .']","['Petri dish', 'pillow']"
6985,"['a clock tower in the middle of a city .', 'a large clock tower in the middle of a city .', 'a clock tower in the middle of a city']",['mosque']
6986,"['a truck with a crane on the back of it', 'a truck with a crane on the back of it .', 'a tow truck towing a large truck down a street .']","['crane', 'amphibian, amphibious vehicle']"
